symbol,date,high,low,open,close,volume
AAPL,2020-10-27,117.28,114.5399,115.49,116.6,92168772.0
AAPL,2020-10-28,115.43,111.1,115.05,111.2,143937823.0
AAPL,2020-10-29,116.93,112.2,112.37,115.32,146124673.0
AAPL,2020-10-30,111.99,107.72,111.06,108.86,190547476.0
AAPL,2020-11-02,110.68,107.32,109.11,108.77,122712099.0
AAPL,2020-11-03,111.49,108.73,109.66,110.44,107414082.0
AAPL,2020-11-04,115.59,112.35,114.14,114.95,138217782.0
AAPL,2020-11-05,119.62,116.8686,117.95,119.03,126261074.0
AAPL,2020-11-06,119.2,116.13,118.32,118.69,113892922.0
AAPL,2020-11-09,121.99,116.05,120.5,116.32,154497315.0
AAPL,2020-11-10,117.59,114.13,115.55,115.97,135838990.0
AAPL,2020-11-11,119.63,116.44,117.19,119.49,112294954.0
AAPL,2020-11-12,120.53,118.57,119.62,119.21,103350674.0
AAPL,2020-11-13,119.6717,117.87,119.44,119.26,81688586.0
AAPL,2020-11-16,120.99,118.146,118.92,120.3,91179618.0
AAPL,2020-11-17,120.6741,118.96,119.55,119.39,74270973.0
AAPL,2020-11-18,119.82,118.0,118.61,118.03,74755911.0
AAPL,2020-11-19,119.06,116.81,117.59,118.64,73687972.0
AAPL,2020-11-20,118.77,117.29,118.64,117.34,73534287.0
AAPL,2020-11-23,117.6202,113.75,117.18,113.85,127932918.0
AAPL,2020-11-24,115.85,112.59,113.91,115.17,113874218.0
AAPL,2020-11-25,116.75,115.17,115.55,116.03,76499234.0
AAPL,2020-11-27,117.49,116.22,116.57,116.59,46691331.0
AAPL,2020-11-30,120.97,116.81,116.97,119.05,169391476.0
AAPL,2020-12-01,123.4693,120.01,121.01,122.72,128166803.0
AAPL,2020-12-02,123.37,120.89,122.02,123.08,89004195.0
AAPL,2020-12-03,123.78,122.21,123.52,122.94,78944630.0
AAPL,2020-12-04,122.8608,121.52,122.6,122.25,76401421.0
AAPL,2020-12-07,124.57,122.25,122.31,123.75,86711490.0
AAPL,2020-12-08,124.98,123.09,124.37,124.38,82139512.0
AAPL,2020-12-09,125.95,121.0,124.53,121.78,115005193.0
