t,symbol,high,low,open,close,volume
1661832000000,TSLA,288.48,272.65,287.865,277.7,50539284.0
1661918400000,TSLA,281.25,271.81,280.62,275.61,52107337.0
1662004800000,TSLA,277.58,266.15,272.575,277.16,54282224.0
1662091200000,TSLA,282.35,269.08,281.065,270.21,50890090.0
1662436800000,TSLA,275.99,265.74,272.675,274.42,55847384.0
1662523200000,TSLA,283.84,272.27,273.1,283.7,50013916.0
1662609600000,TSLA,289.5,279.76,281.3,289.26,53713124.0
1662696000000,TSLA,299.85,291.245,291.67,299.68,54470854.0
1662955200000,TSLA,305.49,300.4,300.72,304.42,48674604.0
1663041600000,TSLA,297.3999,290.4,292.9,292.13,68229619.0
1663128000000,TSLA,306.0,291.64,292.24,302.61,72628653.0
1663214400000,TSLA,309.12,300.7247,301.825,303.75,64771523.0
1663300800000,TSLA,303.71,295.6005,299.605,303.35,87034286.0
1663560000000,TSLA,309.84,297.8,300.09,309.07,60231156.0
1663646400000,TSLA,313.33,305.58,306.91,308.73,61595783.0
1663732800000,TSLA,313.8,300.63,308.29,300.8,62498656.0
1663819200000,TSLA,301.29,285.82,299.86,288.59,70531910.0
1663905600000,TSLA,284.5,272.82,283.09,275.33,63702162.0
1664164800000,TSLA,284.09,270.31,271.83,276.01,57846913.0
1664251200000,TSLA,288.67,277.51,283.84,282.94,61925185.0
1664337600000,TSLA,289.0,277.57,283.08,287.81,54642017.0
1664424000000,TSLA,283.65,265.78,282.76,268.21,77613142.0
1664510400000,TSLA,275.57,262.47,266.145,265.25,67684990.0
1664769600000,TSLA,255.16,241.01,254.5,242.4,98363541.0
1664856000000,TSLA,257.5,242.01,250.52,249.44,109128535.0
1664942400000,TSLA,246.6697,233.27,245.01,240.81,86982673.0
1665028800000,TSLA,244.58,235.35,239.44,238.13,69298437.0
1665115200000,TSLA,234.5715,222.02,233.935,223.07,83916800.0
1665374400000,TSLA,226.99,218.3582,223.93,222.96,67918618.0
1665460800000,TSLA,225.75,215.0,220.945,216.5,77013202.0
1665547200000,TSLA,219.2999,211.51,215.33,217.24,66714949.0
1665633600000,TSLA,222.99,206.22,208.3,221.72,91461445.0
1665720000000,TSLA,226.26,204.16,224.01,204.99,93934561.0
1665979200000,TSLA,221.86,209.45,210.04,219.35,79428810.0
1666065600000,TSLA,229.82,217.25,229.5,220.19,75890225.0
1666152000000,TSLA,222.93,217.78,219.8,222.04,65468379.0
1666238400000,TSLA,215.55,202.0,208.28,207.28,117759436.0
1666324800000,TSLA,214.66,203.8,206.415,214.44,75513754.0
1666584000000,TSLA,213.5,198.5863,205.82,211.25,100035871.0
1666670400000,TSLA,224.3498,210.0,210.1,222.415,96507870.0
1666756800000,TSLA,230.6,218.2,219.4,224.64,85327078.0
1666843200000,TSLA,233.81,222.85,229.77,225.09,61632874.0
1666929600000,TSLA,228.86,216.35,225.4,228.52,69152386.0
