t,symbol,high,low,open,close,volume
1657166400000,MSFT,269.055,265.02,265.12,268.4,20859874.0
1657252800000,MSFT,268.1,263.285,264.79,267.66,19658751.0
1657512000000,MSFT,266.53,262.18,265.65,264.51,19497608.0
1657598400000,MSFT,265.94,252.04,265.88,253.67,35846600.0
1657684800000,MSFT,253.55,248.11,250.19,252.72,29497423.0
1657771200000,MSFT,255.1374,245.94,250.57,254.08,25102823.0
1657857600000,MSFT,260.3699,254.7727,255.72,256.72,29774050.0
1658116800000,MSFT,260.84,253.3,259.75,254.25,20975034.0
1658203200000,MSFT,259.72,253.68,257.575,259.53,25012562.0
1658289600000,MSFT,264.87,258.91,259.9,262.27,22788282.0
1658376000000,MSFT,264.89,257.03,259.79,264.84,22404675.0
1658462400000,MSFT,265.33,259.07,265.24,260.36,21880990.0
1658721600000,MSFT,261.5,256.81,260.995,258.83,21055998.0
1658808000000,MSFT,259.88,249.57,259.86,251.9,39322017.0
1658894400000,MSFT,270.05,258.85,261.16,268.74,45987389.0
1658980800000,MSFT,277.84,267.87,269.75,276.41,33459327.0
1659067200000,MSFT,282.0,276.63,277.7,280.74,32138752.0
1659326400000,MSFT,281.28,275.84,277.82,278.01,21539580.0
1659412800000,MSFT,277.89,272.38,276.0,274.82,22754184.0
1659499200000,MSFT,283.5,276.61,276.76,282.47,23518874.0
1659585600000,MSFT,283.8,280.1677,281.8,283.65,18098668.0
1659672000000,MSFT,283.65,278.68,279.15,282.91,16774606.0
1659931200000,MSFT,285.92,279.32,284.05,280.32,18757818.0
1660017600000,MSFT,283.08,277.61,279.64,282.3,23405238.0
1660104000000,MSFT,289.81,286.94,288.17,289.16,24652845.0
1660190400000,MSFT,291.21,286.51,290.85,287.02,20065938.0
1660276800000,MSFT,291.91,286.94,288.48,291.91,22619675.0
1660536000000,MSFT,294.18,290.11,291.0,293.47,18053154.0
1660622400000,MSFT,294.04,290.42,291.99,292.71,18102882.0
1660708800000,MSFT,293.35,289.47,289.74,291.32,18203358.0
1660795200000,MSFT,291.91,289.08,290.189,290.17,17032192.0
1660881600000,MSFT,289.25,285.56,288.9,286.15,20570033.0
1661140800000,MSFT,282.46,277.22,282.08,277.75,25061070.0
1661227200000,MSFT,278.86,275.4,276.44,276.44,17527409.0
1661313600000,MSFT,277.23,275.11,275.41,275.79,18137019.0
1661400000000,MSFT,279.02,274.52,277.33,278.85,16583407.0
1661486400000,MSFT,280.34,267.98,279.08,268.09,27549307.0
1661745600000,MSFT,267.4,263.85,265.85,265.23,20320044.0
1661832000000,MSFT,267.05,260.66,266.67,262.97,22767071.0
1661918400000,MSFT,267.11,261.33,265.39,261.47,24791834.0
1662004800000,MSFT,260.89,255.41,258.87,260.4,23263431.0
1662091200000,MSFT,264.74,254.47,261.695,256.06,22855380.0
1662436800000,MSFT,257.83,251.94,256.2,253.25,21328242.0
1662523200000,MSFT,258.83,253.22,254.7,258.09,24126700.0
1662609600000,MSFT,260.43,254.79,257.51,258.52,20319911.0
1662696000000,MSFT,265.23,260.29,260.5,264.46,22093190.0
1662955200000,MSFT,267.45,265.16,265.78,266.65,18747690.0
1663041600000,MSFT,260.4,251.59,258.84,251.99,33353318.0
1663128000000,MSFT,254.23,249.86,253.53,252.22,23912954.0
1663214400000,MSFT,251.4,244.02,249.77,245.38,31530948.0
1663300800000,MSFT,245.3,242.0627,244.26,244.74,39758168.0
1663560000000,MSFT,245.14,240.85,242.465,244.52,26826931.0
1663646400000,MSFT,243.51,239.64,242.065,242.45,26660299.0
1663732800000,MSFT,247.66,238.9,244.27,238.95,28625557.0
1663819200000,MSFT,243.86,237.57,237.8704,240.98,31058162.0
1663905600000,MSFT,241.13,235.2,239.54,237.92,34126048.0
1664164800000,MSFT,241.45,236.9,237.045,237.45,27435190.0
1664251200000,MSFT,241.8,234.5,239.98,236.41,27018732.0
1664337600000,MSFT,242.33,234.73,236.81,241.07,28969679.0
1664424000000,MSFT,239.95,234.41,238.89,237.5,27467433.0
1664510400000,MSFT,240.54,232.73,238.29,232.9,35692780.0
1664769600000,MSFT,241.61,234.66,235.41,240.74,28855357.0
1664856000000,MSFT,250.36,244.975,245.09,248.88,34888416.0
1664942400000,MSFT,250.58,244.1,245.99,249.2,20316136.0
1665028800000,MSFT,250.34,246.08,247.93,246.79,20239886.0
1665115200000,MSFT,241.32,233.17,240.902,234.24,37737102.0
1665374400000,MSFT,234.559,226.73,233.05,229.25,29743608.0
1665460800000,MSFT,229.06,224.11,227.62,225.41,30473954.0
1665547200000,MSFT,227.86,223.96,225.4,225.75,21903937.0
1665633600000,MSFT,236.1,219.13,219.85,234.24,42551818.0
1665720000000,MSFT,237.24,228.34,235.54,228.56,30198588.0
1665979200000,MSFT,238.96,235.135,235.82,237.53,28142268.0
1666065600000,MSFT,243.93,235.37,243.24,238.5,26329591.0
1666152000000,MSFT,239.61,234.29,237.04,236.48,19985698.0
1666238400000,MSFT,241.31,234.87,235.77,236.15,21811015.0
1666324800000,MSFT,243.0,234.5,234.74,242.12,26299733.0
1666584000000,MSFT,247.84,241.295,243.76,247.25,24781432.0
1666670400000,MSFT,251.04,245.83,247.26,250.66,34775505.0
1666756800000,MSFT,238.3,230.06,231.17,231.32,82684846.0
1666843200000,MSFT,233.69,225.78,231.04,226.75,40424645.0
1666929600000,MSFT,236.6,226.05,226.24,235.87,40647724.0
