t,symbol,high,low,open,close,volume
1615266000000,MSFT,235.3839,231.67,232.88,233.78,33080531.0
1615352400000,MSFT,237.0,232.04,237.0,232.42,29715812.0
1615438800000,MSFT,239.17,234.31,234.96,237.13,29907586.0
1615525200000,MSFT,235.82,233.23,234.01,235.75,22653662.0
1615780800000,MSFT,235.185,231.81,234.96,234.81,25974669.0
1615867200000,MSFT,240.055,235.94,236.28,237.71,28092196.0
1615953600000,MSFT,238.55,233.23,236.15,237.04,29562100.0
1616040000000,MSFT,234.19,230.33,232.56,230.72,34852251.0
1616126400000,MSFT,232.474,229.3496,231.02,230.35,46430730.0
1616385600000,MSFT,236.9,230.14,230.27,235.99,30121755.0
1616472000000,MSFT,241.05,237.07,237.485,237.58,31638376.0
1616558400000,MSFT,238.0,235.32,237.845,235.46,25620127.0
1616644800000,MSFT,236.94,231.57,235.3,232.34,34061853.0
1616731200000,MSFT,236.71,231.55,231.55,236.48,25470753.0
1616990400000,MSFT,236.8,231.88,236.59,235.24,25227455.0
1617076800000,MSFT,233.85,231.1,233.525,231.85,24792012.0
1617163200000,MSFT,239.1,232.39,232.91,235.77,43614871.0
1617249600000,MSFT,242.84,238.0501,238.47,242.35,30337982.0
1617595200000,MSFT,249.96,242.7,242.76,249.07,36890609.0
1617681600000,MSFT,249.4,246.88,247.61,247.86,22816923.0
1617768000000,MSFT,250.93,247.19,247.81,249.9,22713585.0
1617854400000,MSFT,254.139,252.0,252.77,253.25,23625197.0
1617940800000,MSFT,255.99,252.44,252.87,255.85,24326833.0
1618200000000,MSFT,257.67,254.62,254.71,255.91,27148668.0
1618286400000,MSFT,259.19,256.83,257.2573,258.49,23837469.0
1618372800000,MSFT,258.83,255.16,257.475,255.59,23070938.0
1618459200000,MSFT,259.93,257.73,257.931,259.5,25627481.0
1618545600000,MSFT,261.0,257.6014,259.47,260.74,24878582.0
1618804800000,MSFT,261.48,257.821,260.19,258.74,23209260.0
1618891200000,MSFT,260.2,256.84,257.82,258.26,19722875.0
1618977600000,MSFT,260.68,257.25,258.94,260.58,23990383.0
1619064000000,MSFT,261.78,255.64,260.21,257.17,25593777.0
1619150400000,MSFT,261.51,257.27,257.88,261.15,21499286.0
1619409600000,MSFT,262.435,260.17,261.66,261.55,19763346.0
1619496000000,MSFT,263.19,260.12,261.585,261.97,30764213.0
1619582400000,MSFT,256.5399,252.95,256.078,254.56,46903119.0
1619668800000,MSFT,256.1,249.0,255.46,252.51,40589023.0
1619755200000,MSFT,253.08,249.6,249.74,252.18,30945098.0
1620014400000,MSFT,254.35,251.12,253.4,251.86,19426568.0
1620100800000,MSFT,251.21,245.76,250.97,247.79,32756052.0
1620187200000,MSFT,249.5,245.82,249.06,246.47,21888125.0
1620273600000,MSFT,249.86,244.69,246.45,249.73,26478085.0
1620360000000,MSFT,254.3,251.17,252.15,252.46,27032912.0
1620619200000,MSFT,251.73,247.12,250.87,247.18,29299890.0
1620705600000,MSFT,246.6,242.57,244.55,246.23,33641589.0
1620792000000,MSFT,244.38,238.07,242.165,239.0,36684370.0
1620878400000,MSFT,245.6,241.42,241.8,243.03,29585298.0
1620964800000,MSFT,249.18,245.49,245.575,248.15,23901081.0
1621224000000,MSFT,246.59,243.52,246.55,245.18,24970168.0
1621310400000,MSFT,246.41,242.9,246.27,243.08,20167975.0
1621396800000,MSFT,243.23,238.6,239.31,243.12,25739807.0
1621483200000,MSFT,247.95,243.86,243.96,246.48,21800716.0
1621569600000,MSFT,248.33,244.74,247.565,245.17,21830058.0
1621828800000,MSFT,251.16,247.51,247.785,250.78,21411547.0
1621915200000,MSFT,252.75,250.82,251.769,251.72,17700303.0
1622001600000,MSFT,252.94,250.75,251.43,251.49,17771600.0
1622088000000,MSFT,251.48,249.25,251.17,249.31,24426244.0
1622174400000,MSFT,252.08,249.56,250.995,249.68,18265642.0
1622520000000,MSFT,251.29,246.96,251.23,247.4,23213310.0
1622606400000,MSFT,249.27,245.84,248.125,247.3,19406705.0
1622692800000,MSFT,246.34,243.0,245.22,245.71,25108111.0
1622779200000,MSFT,251.65,247.51,247.76,250.79,25281094.0
1623038400000,MSFT,254.09,249.81,249.98,253.81,23079167.0
1623124800000,MSFT,256.01,252.51,255.16,252.57,22454998.0
1623211200000,MSFT,255.53,253.21,253.81,253.59,17937634.0
1623297600000,MSFT,257.46,253.67,254.29,257.24,24563619.0
1623384000000,MSFT,258.4868,256.61,257.985,257.89,18949731.0
1623643200000,MSFT,259.95,256.8,257.9,259.89,19150507.0
1623729600000,MSFT,259.99,257.68,259.775,258.36,18016931.0
1623816000000,MSFT,260.58,254.42,259.4,257.38,27219955.0
1623902400000,MSFT,261.75,256.01,256.065,260.9,27565537.0
1623988800000,MSFT,262.3,258.75,259.63,259.43,37162767.0
1624248000000,MSFT,263.52,257.92,259.82,262.63,26696119.0
1624334400000,MSFT,265.79,262.4,262.72,265.51,24694090.0
1624420800000,MSFT,266.83,264.43,265.99,265.275,19518681.0
1624507200000,MSFT,267.85,265.47,266.16,266.69,21346867.0
1624593600000,MSFT,267.25,264.76,266.23,265.02,23891113.0
1624852800000,MSFT,268.9,265.91,266.185,268.72,19590024.0
1624939200000,MSFT,271.65,267.98,268.865,271.4,19921311.0
1625025600000,MSFT,271.3598,269.6043,270.69,270.9,21547257.0
1625112000000,MSFT,271.84,269.6,269.61,271.6,16725323.0
1625198400000,MSFT,278.0,272.5,272.82,277.65,26474408.0
1625544000000,MSFT,279.3698,274.3,278.03,277.66,31565556.0
1625630400000,MSFT,280.6945,277.15,279.4,279.93,23260031.0
1625716800000,MSFT,278.73,274.87,276.9,277.42,24605941.0
1625803200000,MSFT,278.05,275.32,275.72,277.94,23676665.0
1626062400000,MSFT,279.77,276.58,279.157,277.32,18931695.0
1626148800000,MSFT,282.8477,277.39,277.52,280.98,26120128.0
1626235200000,MSFT,283.66,280.55,282.345,282.51,23113662.0
1626321600000,MSFT,282.51,279.83,282.0,281.03,22604227.0
1626408000000,MSFT,284.1,279.46,282.07,280.75,26186848.0
1626667200000,MSFT,280.37,274.45,278.9335,277.01,32935634.0
1626753600000,MSFT,280.97,276.26,278.03,279.32,26259741.0
1626840000000,MSFT,281.52,277.29,278.905,281.4,24364320.0
1626926400000,MSFT,286.42,283.42,283.84,286.14,23384059.0
1627012800000,MSFT,289.99,286.5,287.37,289.67,22767371.0
1627272000000,MSFT,289.69,286.642,289.0,289.05,23153573.0
1627358400000,MSFT,289.575,282.95,289.43,286.54,33592179.0
1627444800000,MSFT,290.15,283.8303,288.99,286.22,33506853.0
1627531200000,MSFT,288.618,286.08,286.235,286.5,18168294.0
1627617600000,MSFT,286.66,283.91,285.17,284.91,20944846.0
1627876800000,MSFT,286.775,283.74,286.36,284.82,16261757.0
1627963200000,MSFT,287.23,284.0,285.42,287.12,17879048.0
1628049600000,MSFT,287.5883,284.65,286.22,286.51,16187331.0
1628136000000,MSFT,289.63,286.1,286.88,289.52,13900167.0
1628222400000,MSFT,289.5,287.6238,288.505,289.46,16589336.0
1628481600000,MSFT,291.55,287.81,289.75,288.33,16117629.0
1628568000000,MSFT,289.25,285.2,288.8,286.44,18616578.0
1628654400000,MSFT,288.66,285.86,287.21,286.95,13955934.0
1628740800000,MSFT,289.97,286.34,286.63,289.81,14570391.0
1628827200000,MSFT,292.9,289.3,289.48,292.85,18249046.0
1629086400000,MSFT,294.82,290.02,293.19,294.6,22516027.0
1629172800000,MSFT,293.43,291.08,292.39,293.08,20075250.0
1629259200000,MSFT,294.82,290.27,292.04,290.73,21619885.0
1629345600000,MSFT,297.47,288.64,288.6935,296.77,29850461.0
1629432000000,MSFT,305.84,298.06,299.72,304.36,40815006.0
1629691200000,MSFT,305.4,301.85,303.245,304.65,22820157.0
1629777600000,MSFT,305.65,302.0035,305.02,302.62,18153274.0
1629864000000,MSFT,304.59,300.42,304.3,302.01,19906057.0
1629950400000,MSFT,302.429,298.95,300.99,299.09,17666084.0
1630036800000,MSFT,300.87,296.83,298.987,299.72,22605726.0
1630296000000,MSFT,304.22,301.06,301.115,303.59,16348072.0
1630382400000,MSFT,304.5,301.5,304.42,301.88,26274238.0
1630468800000,MSFT,305.19,301.49,302.865,301.83,18914026.0
1630555200000,MSFT,303.3602,300.18,302.2,301.15,16290545.0
1630641600000,MSFT,302.6,300.26,300.99,301.14,14751609.0
1630987200000,MSFT,301.09,298.2,301.005,300.18,17369332.0
1631073600000,MSFT,300.61,297.4651,299.78,300.21,15046819.0
1631160000000,MSFT,302.14,297.0,300.82,297.25,19927000.0
1631246400000,MSFT,299.92,295.38,298.415,295.71,19633363.0
1631505600000,MSFT,298.54,294.08,297.55,296.99,23931707.0
1631592000000,MSFT,301.39,298.1,299.56,299.79,22189292.0
1631678400000,MSFT,305.32,301.82,303.26,304.82,28728377.0
1631764800000,MSFT,305.31,300.76,303.76,305.22,19550815.0
1631851200000,MSFT,304.5,299.53,304.17,299.87,41372456.0
1632110400000,MSFT,298.72,289.52,296.33,294.3,38278661.0
1632196800000,MSFT,297.54,294.07,295.69,294.8,22364103.0
1632283200000,MSFT,300.22,294.51,296.725,298.58,26626342.0
1632369600000,MSFT,300.9,297.5339,298.845,299.56,18604601.0
1632456000000,MSFT,299.8,296.93,298.23,299.35,14998978.0
1632715200000,MSFT,296.47,292.9449,296.14,294.17,23559276.0
1632801600000,MSFT,290.78,282.75,289.795,283.52,43184837.0
1632888000000,MSFT,286.77,283.01,285.1,284.0,26353696.0
1632974400000,MSFT,287.83,281.62,285.71,281.92,32921298.0
1633060800000,MSFT,289.98,281.29,282.1217,289.1,30086280.0
1633320000000,MSFT,287.75,280.25,287.4,283.11,31333747.0
1633406400000,MSFT,290.398,284.0464,284.0464,288.76,24993024.0
1633492800000,MSFT,293.63,285.5093,285.78,293.11,28002550.0
1633579200000,MSFT,296.64,293.92,295.175,294.85,20430471.0
1633665600000,MSFT,296.6409,293.76,296.219,294.85,17950627.0
1633924800000,MSFT,297.97,292.745,292.92,294.23,19298634.0
1634011200000,MSFT,295.44,292.35,295.34,292.88,17885643.0
1634097600000,MSFT,297.28,293.49,294.91,296.31,23424025.0
1634184000000,MSFT,303.27,297.83,299.21,302.75,27254902.0
1634270400000,MSFT,304.45,300.5191,302.34,304.21,24724803.0
1634529600000,MSFT,308.21,302.69,303.57,307.29,22654296.0
1634616000000,MSFT,309.3,307.22,308.348,308.23,17682139.0
1634702400000,MSFT,309.7,306.11,309.21,307.41,16537069.0
1634788800000,MSFT,311.02,306.36,307.1702,310.76,16918100.0
1634875200000,MSFT,311.09,307.8,310.4,309.16,17449332.0
1635134400000,MSFT,309.4,306.46,309.36,308.13,17554469.0
1635220800000,MSFT,312.395,308.5967,311.0,310.11,28107349.0
1635307200000,MSFT,326.0973,316.0,316.0,323.17,52587690.0
1635393600000,MSFT,324.87,321.3601,324.325,324.35,26297943.0
1635480000000,MSFT,332.0,323.9,324.13,331.62,34765982.0
1635739200000,MSFT,331.49,326.37,331.355,329.37,26923181.0
1635825600000,MSFT,333.45,330.0,330.31,333.13,26487109.0
1635912000000,MSFT,334.9,330.65,333.9,334.0,21370082.0
1635998400000,MSFT,336.54,329.51,332.89,336.44,23892202.0
1636084800000,MSFT,338.79,334.4217,338.51,336.06,22570097.0
1636347600000,MSFT,337.65,334.44,337.3,336.99,20897001.0
1636434000000,MSFT,338.72,334.53,337.1071,335.95,21307369.0
1636520400000,MSFT,334.6303,329.92,334.57,330.8,25500807.0
1636606800000,MSFT,333.7746,330.51,331.25,332.43,16649844.0
1636693200000,MSFT,337.23,333.79,333.92,336.72,23831048.0
1636952400000,MSFT,337.88,334.034,337.54,336.07,16723009.0
1637038800000,MSFT,340.67,335.51,335.68,339.51,20886832.0
1637125200000,MSFT,342.19,338.0,338.94,339.12,18703380.0
1637211600000,MSFT,342.45,337.12,338.18,341.27,22452333.0
1637298000000,MSFT,345.1,342.2,342.64,343.11,21903403.0
1637557200000,MSFT,349.67,339.55,344.62,339.83,31031113.0
1637643600000,MSFT,339.45,333.56,337.05,337.68,30252563.0
1637730000000,MSFT,338.16,333.911,336.28,337.91,21655557.0
1637902800000,MSFT,337.93,328.12,334.35,329.68,24217241.0
1638162000000,MSFT,339.03,334.74,334.94,336.63,28563481.0
1638248400000,MSFT,337.78,328.99,335.32,330.59,42885609.0
1638334800000,MSFT,339.28,329.39,335.13,330.08,33401146.0
1638421200000,MSFT,333.49,327.8028,330.3,329.49,30704852.0
1638507600000,MSFT,332.7,318.03,331.99,323.01,41779279.0
1638766800000,MSFT,327.45,319.23,323.95,326.19,30032556.0
1638853200000,MSFT,335.8,330.1,331.64,334.92,31021936.0
1638939600000,MSFT,335.5,330.8,335.31,334.97,24760988.0
1639026000000,MSFT,336.489,332.12,334.41,333.1,22214157.0
1639112400000,MSFT,343.0,334.79,334.98,342.54,38095694.0
1639371600000,MSFT,343.79,339.08,340.68,339.4,28899431.0
1639458000000,MSFT,334.64,324.11,333.22,328.34,44438696.0
1639544400000,MSFT,335.19,324.5,328.61,334.65,35381122.0
1639630800000,MSFT,336.76,323.02,335.71,324.9,35034831.0
1639717200000,MSFT,324.92,317.25,320.88,323.8,47883712.0
1639976400000,MSFT,322.8,317.57,320.05,319.91,28326532.0
1640062800000,MSFT,327.73,319.8,323.29,327.29,24740597.0
1640149200000,MSFT,333.605,325.75,328.3,333.2,24831493.0
1640235600000,MSFT,336.39,332.73,332.75,334.69,19617848.0
1640581200000,MSFT,342.48,335.43,335.46,342.45,19947029.0
1640667600000,MSFT,343.81,340.32,343.15,341.25,15661467.0
1640754000000,MSFT,344.3,339.68,341.3,341.95,15041956.0
1640840400000,MSFT,343.13,338.82,341.91,339.32,15994471.0
1640926800000,MSFT,339.355,335.85,338.51,336.32,17995517.0
1641186000000,MSFT,338.0,329.78,335.35,334.75,28918012.0
1641272400000,MSFT,335.2,326.12,334.83,329.01,32670706.0
1641358800000,MSFT,326.07,315.98,325.86,316.38,40054325.0
1641445200000,MSFT,318.7,311.49,313.15,313.88,39632144.0
1641531600000,MSFT,316.5,310.09,314.15,314.04,32710400.0
1641790800000,MSFT,314.72,304.69,309.485,314.27,44273717.0
1641877200000,MSFT,316.61,309.89,313.38,314.98,29386774.0
1641963600000,MSFT,323.41,317.08,319.67,318.27,34372217.0
1642050000000,MSFT,320.88,304.0,320.4658,304.8,45365979.0
1642136400000,MSFT,310.82,303.75,304.25,310.2,39844762.0
1642482000000,MSFT,309.8,301.74,304.07,302.65,42204112.0
1642568400000,MSFT,313.9093,302.7,306.29,303.33,45933855.0
1642654800000,MSFT,311.6494,301.14,309.07,301.6,35380675.0
1642741200000,MSFT,304.11,295.61,302.685,296.03,57984403.0
1643000400000,MSFT,297.11,276.05,292.2,296.37,86025393.0
1643086800000,MSFT,294.99,285.17,291.52,288.49,72848368.0
1643173200000,MSFT,308.5,293.03,307.985,296.71,90428853.0
1643259600000,MSFT,307.3,297.93,302.66,299.84,53481317.0
1643346000000,MSFT,308.48,294.45,300.23,308.26,49743698.0
1643605200000,MSFT,312.38,306.37,308.95,310.98,46444536.0
1643691600000,MSFT,310.63,305.1293,310.41,308.76,40950396.0
1643778000000,MSFT,315.12,308.88,309.63,313.46,36635989.0
1643864400000,MSFT,311.23,299.96,309.49,301.25,43729972.0
1643950800000,MSFT,308.8,299.97,300.21,305.94,35093302.0
1644210000000,MSFT,307.84,299.9,306.17,300.95,28533286.0
1644296400000,MSFT,305.561,299.95,301.25,304.56,32314988.0
1644382800000,MSFT,311.93,307.39,309.865,311.21,31280171.0
1644469200000,MSFT,309.12,300.7,304.04,302.38,45386199.0
1644555600000,MSFT,304.29,294.22,303.19,295.04,39160620.0
1644814800000,MSFT,296.76,291.35,293.77,295.0,36359487.0
1644901200000,MSFT,300.8,297.02,300.008,300.47,27370688.0
1644987600000,MSFT,300.87,293.68,298.365,299.5,29970121.0
1645074000000,MSFT,296.8,290.0,296.36,290.73,32461580.0
1645160400000,MSFT,293.86,286.305,293.05,287.93,34256508.0
1645506000000,MSFT,291.54,284.5,285.0,287.72,41736117.0
1645592400000,MSFT,291.7,280.1,290.18,280.27,37797167.0
1645678800000,MSFT,295.16,271.52,272.51,294.59,56989686.0
1645765200000,MSFT,297.63,291.655,295.14,297.31,32546721.0
1646024400000,MSFT,299.14,293.0,294.31,298.79,34627457.0
1646110800000,MSFT,299.97,292.15,296.4,294.95,31217778.0
1646197200000,MSFT,301.47,293.698,295.36,300.19,31873007.0
1646283600000,MSFT,303.13,294.05,302.89,295.92,27314469.0
1646370000000,MSFT,295.66,287.165,294.29,289.86,32369655.0
1646629200000,MSFT,289.69,278.53,288.53,278.91,43157178.0
1646715600000,MSFT,283.96,270.0,277.8,275.85,48157675.0
1646802000000,MSFT,289.6,280.78,283.44,288.5,35204480.0
1646888400000,MSFT,286.6,280.58,283.02,285.59,30628012.0
1646974800000,MSFT,289.51,279.43,287.96,280.07,27209330.0
1647230400000,MSFT,285.3992,275.82,280.34,276.44,30660747.0
1647316800000,MSFT,287.82,278.725,280.35,287.15,34245085.0
1647403200000,MSFT,294.57,283.2,289.11,294.39,37729529.0
1647489600000,MSFT,295.61,289.37,293.29,295.22,30802133.0
1647576000000,MSFT,301.0,292.73,295.37,300.43,43222225.0
1647835200000,MSFT,300.14,294.9,298.89,299.16,28351245.0
1647921600000,MSFT,305.0,298.77,299.8,304.06,27599689.0
1648008000000,MSFT,303.23,297.7201,300.51,299.49,25715377.0
1648094400000,MSFT,304.2,298.315,299.14,304.1,24484456.0
1648180800000,MSFT,305.5,299.2855,305.23,303.68,22566453.0
1648440000000,MSFT,310.8,304.33,304.33,310.7,29553438.0
1648526400000,MSFT,315.82,309.05,313.91,315.41,30393403.0
1648612800000,MSFT,315.95,311.58,313.76,313.86,28163555.0
1648699200000,MSFT,315.14,307.89,313.9,308.31,33422070.0
1648785600000,MSFT,310.13,305.54,309.37,309.42,27101029.0
1649044800000,MSFT,315.11,309.71,310.09,314.97,24335868.0
1649131200000,MSFT,314.865,309.87,313.27,310.88,23156719.0
1649217600000,MSFT,307.0,296.71,305.19,299.5,40110372.0
1649304000000,MSFT,303.65,296.35,296.66,301.37,31411155.0
1649390400000,MSFT,301.12,296.28,300.44,296.97,24361917.0
1649649600000,MSFT,292.61,285.0,291.79,285.26,34519264.0
1649736000000,MSFT,290.739,280.49,289.235,282.06,30966721.0
1649822400000,MSFT,288.58,281.3,282.73,287.62,21904429.0
1649908800000,MSFT,288.305,279.32,288.09,279.83,28221607.0
1650254400000,MSFT,282.46,278.34,278.91,280.52,20748800.0
1650340800000,MSFT,286.17,278.41,279.38,285.3,22297720.0
1650427200000,MSFT,289.7,285.3702,289.4,286.36,22901807.0
1650513600000,MSFT,293.3,280.06,288.58,280.81,29454587.0
1650600000000,MSFT,283.2,273.38,281.68,274.03,29405798.0
1650859200000,MSFT,281.11,270.77,273.29,280.72,35678852.0
1650945600000,MSFT,278.3599,270.0,277.5,270.22,46512195.0
1651032000000,MSFT,290.97,279.16,282.1,283.22,63468094.0
1651118400000,MSFT,290.98,281.4562,285.185,289.63,33646570.0
1651204800000,MSFT,289.88,276.5,288.61,277.52,37073923.0
1651464000000,MSFT,284.94,276.22,277.71,284.47,35127105.0
1651550400000,MSFT,284.13,280.15,283.96,281.78,25978605.0
1651636800000,MSFT,290.88,276.73,282.59,289.98,33598320.0
1651723200000,MSFT,286.35,274.34,285.54,277.35,43260386.0
1651809600000,MSFT,279.25,271.27,274.805,274.73,37776182.0
1652068800000,MSFT,272.36,263.32,270.06,264.58,47725952.0
1652155200000,MSFT,273.75,265.07,271.69,269.5,39336424.0
1652241600000,MSFT,271.36,259.3,265.68,260.55,48975898.0
1652328000000,MSFT,259.88,250.02,257.69,255.35,51033802.0
1652414400000,MSFT,263.04,255.35,257.35,261.12,34918893.0
1652673600000,MSFT,265.82,255.78,259.955,261.5,32539933.0
1652760000000,MSFT,268.33,262.46,266.11,266.82,28828799.0
1652846400000,MSFT,263.6,252.77,263.0,254.08,31355985.0
1652932800000,MSFT,257.67,251.88,253.9,253.14,32692286.0
1653019200000,MSFT,258.54,246.44,257.24,252.56,39164899.0
1653278400000,MSFT,261.5,253.43,255.49,260.65,33175379.0
1653364800000,MSFT,261.33,253.5,257.89,259.62,29043904.0
1653451200000,MSFT,264.58,257.125,258.14,262.52,28547947.0
1653537600000,MSFT,267.11,261.4294,262.27,265.9,25002105.0
1653624000000,MSFT,273.34,267.56,268.48,273.24,26910824.0
1653969600000,MSFT,274.77,268.93,272.53,271.87,37827695.0
1654056000000,MSFT,277.69,270.04,275.195,272.42,25285874.0
1654142400000,MSFT,274.65,261.6,264.45,274.58,44008205.0
1654228800000,MSFT,273.45,268.41,270.31,270.02,28058958.0
1654488000000,MSFT,274.18,267.22,272.06,268.75,22397042.0
1654574400000,MSFT,273.13,265.94,266.635,272.5,22860677.0
1654660800000,MSFT,273.0,269.61,271.71,270.41,17372341.0
1654747200000,MSFT,272.7081,264.63,267.78,264.79,26439728.0
1654833600000,MSFT,260.58,252.53,260.58,252.99,31445841.0
1655092800000,MSFT,249.0242,241.53,245.11,242.26,45913188.0
1655179200000,MSFT,245.74,241.51,243.86,244.49,28651487.0
1655265600000,MSFT,255.3,246.42,248.31,251.76,33111729.0
1655352000000,MSFT,247.4174,243.02,245.98,244.97,33169160.0
1655438400000,MSFT,250.5,244.03,244.7,247.65,43081680.0
1655784000000,MSFT,254.75,249.51,250.255,253.74,29928297.0
1655870400000,MSFT,257.17,250.37,251.89,253.13,25961215.0
1655956800000,MSFT,259.37,253.63,255.57,258.86,25861449.0
1656043200000,MSFT,267.98,261.72,261.808,267.7,33908991.0
1656302400000,MSFT,268.3,263.28,268.205,264.89,24615114.0
1656388800000,MSFT,266.91,256.32,263.98,256.48,27377747.0
1656475200000,MSFT,261.97,255.76,257.59,260.26,20069839.0
1656561600000,MSFT,259.53,252.9,257.05,256.83,31713368.0
1656648000000,MSFT,259.77,254.61,256.39,259.58,22837692.0
1656993600000,MSFT,262.98,254.74,256.16,262.85,22971634.0
1657080000000,MSFT,267.99,262.4,263.75,266.21,23809419.0
